id,name,original_name,director,mother_company,length_minutes,year,country,picture_format,age_limit,number_of_disks,weight,rating,num_of_rates,price,picture
52399,'just name','just orig name','just dir name','just mc name','102','2014','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'5.0',5,999.0,'./img/52399jpg'
151544,'just name','just orig name','just dir name','just mc name','121','2019','США','PAL | 1080p High Definition 16:9 (2.39:1)','12+',2,0.0,'4.5',2,1389.0,'./img/151544jpg'
27816,'just name','just orig name','just dir name','just mc name','161','2009','США| Великобритания','PAL | 1080p High Definition 16:9','16+',2,85.0,'4.6',54,1799.0,'./img/27816jpg'
118370,'just name','just orig name','just dir name','just mc name','163','2017','Великобритания| США| Канада| Венгрия','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'0.0',0,819.0,'./img/118370jpg'
45453,'just name','just orig name','just dir name','just mc name','50','2012','Канада','PAL | 1080p HD 1.78','',1,0.0,'0.0',0,299.0,'./img/45453jpg'
42064,'just name','just orig name','just dir name','just mc name','96','2009','США','PAL | 1080p High Definnition 16:9 (1.78:1)','',2,0.0,'5.0',1,1630.0,'./img/42064jpg'
39568,'just name','just orig name','just dir name','just mc name','265','2010','Россия| США| Индия| Германия','PAL | 1080p Full High Definition','',3,0.0,'5.0',1,2384.0,'./img/39568jpg'
33226,'just name','just orig name','just dir name','just mc name','96','2008','США','PAL | 1080p High Definition 16:9','12+',1,0.0,'4.0',1,784.0,'./img/33226jpg'
102411,'just name','just orig name','just dir name','just mc name','103','2017','Китай| США','PAL | 1080p Full High Definition 16:9 (2.40:1) Letterbox','16+',1,0.0,'3.0',1,899.0,'./img/102411jpg'
214326,'just name','just orig name','just dir name','just mc name','44','2011','США','PAL | 1080p Full High Definition','',1,70.0,'4.5',69,499.0,'./img/214326jpg'
105259,'just name','just orig name','just dir name','just mc name','98','2013','США','PAL | 1080p Full High Definition','6+',2,0.0,'0.0',0,499.0,'./img/105259jpg'
51995,'just name','just orig name','just dir name','just mc name','44','2011','США','PAL | 1080p High Definition','0+',2,0.0,'4.0',2,599.0,'./img/51995jpg'
58107,'just name','just orig name','just dir name','just mc name','125','2015','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','12+',2,0.0,'4.0',3,989.0,'./img/58107jpg'
49629,'just name','just orig name','just dir name','just mc name','193','2010','США','PAL | 1080p Full High Definition','6+',2,0.0,'4.7',3,725.0,'./img/49629jpg'
50961,'just name','just orig name','just dir name','just mc name','44','2011','США','PAL | 1080p Full High Definition','0+',1,0.0,'4.7',3,299.0,'./img/50961jpg'
105222,'just name','just orig name','just dir name','just mc name','42','2008','Великобритания','PAL','16+',1,0.0,'0.0',0,1968.0,'./img/105222jpg'
36846,'just name','just orig name','just dir name','just mc name','118','2011','США','PAL | 1080p High Definition 16:9 (2.40:1)','12+',1,0.0,'5.0',2,999.0,'./img/36846jpg'
49371,'just name','just orig name','just dir name','just mc name','53','2012','Германия','PAL | 1080p High Definition','',1,0.0,'5.0',1,299.0,'./img/49371jpg'
52853,'just name','just orig name','just dir name','just mc name','123','2014','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'5.0',1,992.0,'./img/52853jpg'
56916,'just name','just orig name','just dir name','just mc name','102','2014','США','PAL | 1080p Full High Definition','6+',2,100.0,'4.6',17,1499.0,'./img/56916jpg'
46184,'just name','just orig name','just dir name','just mc name','123','2012','США| Тайвань','PAL | 1080p Full High Definition','',2,0.0,'5.0',2,513.0,'./img/46184jpg'
49237,'just name','just orig name','just dir name','just mc name','151','1996','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.5',2,1337.0,'./img/49237jpg'
39253,'just name','just orig name','just dir name','just mc name','81','2011','Италия| Канада','PAL | 1080p High Definition 16:9','',1,0.0,'3.3',3,699.0,'./img/39253jpg'
58110,'just name','just orig name','just dir name','just mc name','90','2014','Великобритания| США| Испания','PAL | 1080p Full High Definition 16:9 (1.78:1)','12+',1,0.0,'3.0',2,758.0,'./img/58110jpg'
49519,'just name','just orig name','just dir name','just mc name','91','2013','США','PAL | 1080р High Definition 16:9','0+',1,0.0,'4.7',3,499.0,'./img/49519jpg'
85561,'just name','just orig name','just dir name','just mc name','95','2016','Китай| США','PAL | 1080p Full High Definition','6+',2,115.0,'4.3',39,628.0,'./img/85561jpg'
49366,'just name','just orig name','just dir name','just mc name','80','2013','Россия','PAL | 1080р High Definition 16:9','',1,0.0,'3.7',3,1323.0,'./img/49366jpg'
98529,'just name','just orig name','just dir name','just mc name','115','2016','Великобритания| Франция| США| Гонконг','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,100.0,'4.5',51,499.0,'./img/98529jpg'
53445,'just name','just orig name','just dir name','just mc name','142','2014','США','PAL | 1080p High Definition','12+',2,0.0,'0.0',0,1391.0,'./img/53445jpg'
62626,'just name','just orig name','just dir name','just mc name','284','2012','США','PAL | 1080р High Definition 16:9','12+',2,0.0,'5.0',1,1999.0,'./img/62626jpg'
151539,'just name','just orig name','just dir name','just mc name','138','2014','США','PAL','16+',2,0.0,'0.0',0,1488.0,'./img/151539jpg'
45730,'just name','just orig name','just dir name','just mc name','75','2012','Финляндия| Германия| Дания| Ирландия','PAL | 1080p Full High Definition','0+',1,0.0,'5.0',1,352.0,'./img/45730jpg'
46346,'just name','just orig name','just dir name','just mc name','127','1993','США','PAL | 1080p Animorphic 2.40:1','',2,0.0,'4.8',4,1499.0,'./img/46346jpg'
43138,'just name','just orig name','just dir name','just mc name','85','2012','США| Великобритания','PAL | (2.35:1) 1920 X 1080','0+',1,0.0,'0.0',0,399.0,'./img/43138jpg'
37779,'just name','just orig name','just dir name','just mc name','130','2011','США','PAL | 1080p High Definition 16:9 (2.40:1)','',1,0.0,'4.5',11,1990.0,'./img/37779jpg'
39122,'just name','just orig name','just dir name','just mc name','124','2011','США','PAL | 1080p HD широкоэкранный формат 16:9 2.35:1','',1,0.0,'2.3',3,249.0,'./img/39122jpg'
50237,'just name','just orig name','just dir name','just mc name','184','2012','США','PAL | 1080р High Definition 16:9','',2,0.0,'5.0',3,366.0,'./img/50237jpg'
53689,'just name','just orig name','just dir name','just mc name','88','2013','Великобритания','PAL | 1080p Full High Definition','0+',1,0.0,'0.0',0,171.0,'./img/53689jpg'
39814,'just name','just orig name','just dir name','just mc name','101','2011','США| Новая Зеландия','PAL | 1080p Full High Definition 16:9','12+',2,0.0,'5.0',4,999.0,'./img/39814jpg'
66588,'just name','just orig name','just dir name','just mc name','114','2015','США','PAL | 1080р High Definition 16:9','12+',2,0.0,'3.0',1,1503.0,'./img/66588jpg'
39337,'just name','just orig name','just dir name','just mc name','92','2011','США','PAL | 1080p Full High Definition 16:9 (2.4:1)','',2,0.0,'4.8',8,1499.0,'./img/39337jpg'
32970,'just name','just orig name','just dir name','just mc name','83','2006','США','PAL | 1080i High Defenition 16:9','6+',1,0.0,'5.0',1,618.0,'./img/32970jpg'
39564,'just name','just orig name','just dir name','just mc name','86','2011','Дания','PAL | 1080p Full High Definition 16:9','',1,0.0,'3.8',4,299.0,'./img/39564jpg'
33993,'just name','just orig name','just dir name','just mc name','93','2010','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,0.0,'4.3',6,1499.0,'./img/33993jpg'
58806,'just name','just orig name','just dir name','just mc name','144','2014','США| Новая Зеландия','PAL | Animorphic WideScreen 2.40:1','6+',4,0.0,'5.0',1,1391.0,'./img/58806jpg'
120545,'just name','just orig name','just dir name','just mc name','105','2017','США','PAL | 1080p High Definition 16:9 (2.39:1)','12+',3,0.0,'5.0',1,1047.0,'./img/120545jpg'
58008,'just name','just orig name','just dir name','just mc name','144','2014','США| Новая Зеландия','PAL | Animorphic WideScreen 2.40:1','6+',4,0.0,'0.0',0,986.0,'./img/58008jpg'
51714,'just name','just orig name','just dir name','just mc name','94','2013','Германия','PAL | 1080p High Definition 16:9','6+',1,70.0,'4.6',59,618.0,'./img/51714jpg'
49580,'just name','just orig name','just dir name','just mc name','58','2013','Германия','PAL | 1080p High Definition','12+',1,0.0,'4.0',2,499.0,'./img/49580jpg'
49409,'just name','just orig name','just dir name','just mc name','183','2012','США| Новая Зеландия','PAL | 1080p High Definition 16:9 (2.4:1)','',5,0.0,'4.8',9,992.0,'./img/49409jpg'
39356,'just name','just orig name','just dir name','just mc name','115','2011','США','PAL | 1080p High Definition 16:9','',1,0.0,'3.5',4,599.0,'./img/39356jpg'
51096,'just name','just orig name','just dir name','just mc name','161','2013','США| Новая Зеландия','PAL | 1080р High Definition 16:9','12+',4,0.0,'4.6',7,992.0,'./img/51096jpg'
49338,'just name','just orig name','just dir name','just mc name','143','2013','США| Канада| Великобритания','PAL | 1080р High Definition 16:9','',2,0.0,'4.3',4,3299.0,'./img/49338jpg'
45993,'just name','just orig name','just dir name','just mc name','87','2007','США','PAL | 1080p Full High Definition','',1,0.0,'0.0',0,1053.0,'./img/45993jpg'
49241,'just name','just orig name','just dir name','just mc name','100','2012','Германия','PAL | 1080p Full High Definition','0+',2,0.0,'0.0',0,499.0,'./img/49241jpg'
52400,'just name','just orig name','just dir name','just mc name','102','2014','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,230.0,'4.6',67,1990.0,'./img/52400jpg'
41431,'just name','just orig name','just dir name','just mc name','112','2010','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','12+',2,0.0,'4.5',2,699.0,'./img/41431jpg'
154491,'just name','just orig name','just dir name','just mc name','93','2010','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','6+',1,0.0,'0.0',0,389.0,'./img/154491jpg'
51093,'just name','just orig name','just dir name','just mc name','119','2013','США','PAL | 1080p High Definition','12+',2,0.0,'4.7',6,303.0,'./img/51093jpg'
47143,'just name','just orig name','just dir name','just mc name','91','2012','США','PAL | Animorphic WideScreen 16:9 (1.78:1)','6+',2,95.0,'4.4',70,899.0,'./img/47143jpg'
146725,'just name','just orig name','just dir name','just mc name','143','2018','Австралия| США','PAL | 1080p High Definition 16:9 (2.4:1)','16+',1,95.0,'4.5',103,999.0,'./img/146725jpg'
36842,'just name','just orig name','just dir name','just mc name','42','2004','Франция| Багамские о-ва| Великобритания','PAL | 1080p High Definition 16:9','12+',1,0.0,'0.0',0,1517.0,'./img/36842jpg'
127613,'just name','just orig name','just dir name','just mc name','117','2018','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','18+',2,0.0,'3.0',2,949.0,'./img/127613jpg'
48832,'just name','just orig name','just dir name','just mc name','51','2012','Германия','PAL | 1080p Full High Definition','0+',1,0.0,'4.5',2,549.0,'./img/48832jpg'
34514,'just name','just orig name','just dir name','just mc name','60','2006','США','PAL | Anamorphic WideScreen 1.85:1','',1,0.0,'0.0',0,1121.0,'./img/34514jpg'
52408,'just name','just orig name','just dir name','just mc name','124','2014','США','PAL | 1080p High Definition 16:9','16+',1,95.0,'4.5',71,599.0,'./img/52408jpg'
49055,'just name','just orig name','just dir name','just mc name','110','2011','Германия| Австрия| Швейцария','PAL | 1080p Full High Definition','0+',1,0.0,'4.7',3,490.0,'./img/49055jpg'
45911,'just name','just orig name','just dir name','just mc name','53','2012','Германия','PAL | 1080p Full High Definition','0+',1,0.0,'4.0',1,165.0,'./img/45911jpg'
46911,'just name','just orig name','just dir name','just mc name','53','2011','Германия','PAL | 1080p Full High Definition','0+',3,0.0,'5.0',1,499.0,'./img/46911jpg'
59885,'just name','just orig name','just dir name','just mc name','189','2014','США','','',1,0.0,'0.0',0,2493.0,'./img/59885jpg'
39100,'just name','just orig name','just dir name','just mc name','299','2009','США','PAL | 1080p Full HD 16:9 (1.78:1)| 1080p Full HD 16:9 (2.35)','',3,0.0,'4.5',2,2499.0,'./img/39100jpg'
33305,'just name','just orig name','just dir name','just mc name','104','2010','США','PAL | 1080p High Definition 16:9','',1,0.0,'3.2',5,1862.0,'./img/33305jpg'
49578,'just name','just orig name','just dir name','just mc name','64','2013','Германия','PAL | 1080p Full High Definition','0+',1,0.0,'4.3',3,475.0,'./img/49578jpg'
46168,'just name','just orig name','just dir name','just mc name','56','2012','Австрия| Германия| Швейцария','PAL | 1080p Full High Definition','0+',1,0.0,'4.0',1,475.0,'./img/46168jpg'
47595,'just name','just orig name','just dir name','just mc name','58','2012','Германия','PAL | 1080p Full High Definition','0+',1,0.0,'4.8',4,475.0,'./img/47595jpg'
81789,'just name','just orig name','just dir name','just mc name','151','2016','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'4.0',6,499.0,'./img/81789jpg'
43938,'just name','just orig name','just dir name','just mc name','90','2012','Италия','PAL | 1080p High Definition 16:9','',1,0.0,'3.0',2,1276.0,'./img/43938jpg'
39252,'just name','just orig name','just dir name','just mc name','78','2010','Дания','PAL | 1080p High Definition 16:9','12+',1,0.0,'3.5',2,165.0,'./img/39252jpg'
62239,'just name','just orig name','just dir name','just mc name','120','2015','Австралия','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'3.5',2,938.0,'./img/62239jpg'
49459,'just name','just orig name','just dir name','just mc name','81','2013','Испания| Италия| Франция','PAL | WideScreen 16:9','0+',1,0.0,'5.0',3,143.0,'./img/49459jpg'
36554,'just name','just orig name','just dir name','just mc name','75','2008','Великобритания| Австралия| Германия','PAL | 1080p HD','',1,0.0,'4.5',2,1391.0,'./img/36554jpg'
87468,'just name','just orig name','just dir name','just mc name','97','2016','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',2,0.0,'0.0',0,499.0,'./img/87468jpg'
47338,'just name','just orig name','just dir name','just mc name','118','2011','Китай','PAL | 1080p Full High Definition 16:9','16+',1,0.0,'0.0',0,128.0,'./img/47338jpg'
